,last_move,predicted_position,target_position,shape,region,color,steps,time,total_steps_taken
485,right down right,[12  9],[15 11],Z,right,cyan,20,28.88766360282898,"['right', 'right', 'right right down right', 'right', 'right down right', 'right down right', 'right down right', 'right down right', 'right right down right right right down right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right']"
486,grip,[ 8 13],[ 8 13],X,bottom,green,6,5.769899368286133,"['down', 'down', 'down', 'down', 'left', 'grip']"
487,grip,[13  6],[13  6],U,right,cyan,8,7.498197793960571,"['right', 'right', 'up', 'right', 'up', 'up', 'right', 'grip']"
488,grip,[12 10],[12 10],Z,center,cyan,5,4.84285306930542,"['right', 'right', 'right', 'down', 'grip']"
489,grip,[15  2],[15  2],W,top right,magenta,19,19.71648335456848,"['right', 'up right', 'up right', 'up', 'right', 'up right', 'up', 'right', 'right', 'up', 'up right', 'up right', 'right', 'up', 'up', 'up', 'up', 'right', 'grip']"
490,grip,[ 4 11],[ 4 11],Z,left,blue,10,10.236041069030762,"['left', 'left left', 'left', 'left down left', 'left', 'left', 'left', 'down', 'down', 'grip']"
491,up left,[7 5],[5 3],U,top left,green,20,21.930448293685913,"['up left', 'up', 'up', 'up', 'up', 'left', 'up left', 'up left', 'left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left']"
492,down right,[11 11],[13 14],X,bottom right,cyan,20,23.261079788208008,"['down', 'down', 'down right', 'right', 'right down', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'right down', 'down right', 'down right', 'down right', 'down right', 'down right']"
493,grip,[4 6],[4 6],P,left,cyan,9,8.488170385360718,"['left', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'grip']"
494,grip,[6 8],[6 8],U,center,blue,5,4.885771989822388,"['left', 'left', 'up', 'left', 'grip']"
495,grip,[16  8],[16  8],P,right,yellow,9,8.504088401794434,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'up', 'grip']"
496,grip,[ 7 15],[ 7 15],W,bottom,green,9,8.518909692764282,"['down', 'down', 'down', 'down', 'down', 'left', 'down', 'left', 'grip']"
497,grip,[ 8 13],[ 8 13],Z,bottom,cyan,6,5.75042462348938,"['down', 'down', 'down', 'down', 'left', 'grip']"
498,grip,[4 7],[4 7],W,left,magenta,8,7.47220516204834,"['left', 'left', 'left', 'left', 'up', 'up', 'left', 'grip']"
499,grip,[11  9],[11  9],P,center,blue,3,3.078604221343994,"['right', 'right', 'grip']"
500,down left,[6 9],[ 2 16],W,bottom left,blue,20,11.195411443710327,"['down left', 'down left', 'down left', 'left down', 'left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
501,up left,[9 9],[3 2],P,top left,blue,20,10.674912452697754,"['up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left']"
502,grip,[8 9],[8 9],W,center,red,2,0.9420046806335449,"['left', 'grip']"
503,grip,[4 4],[4 4],W,top left,magenta,12,5.385048151016235,"['up', 'left', 'left', 'up', 'left', 'up', 'up left', 'left', 'up', 'up', 'left', 'grip']"
504,grip,[ 5 11],[ 5 11],T,left,red,7,2.9685018062591553,"['left', 'left', 'left', 'down', 'left', 'down', 'grip']"
505,grip,[7 6],[7 7],X,center,yellow,6,2.546689987182617,"['up', 'up', 'up', 'left', 'left', 'grip']"
506,down right,[11  9],[13 14],Z,bottom right,yellow,20,10.577626943588257,"['right down', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right down', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
507,grip,[6 4],[6 4],X,top,yellow,9,3.775550127029419,"['up', 'up', 'up', 'up', 'left', 'up', 'left', 'left', 'grip']"
508,grip,[13  6],[13  6],X,right,red,8,3.3840346336364746,"['up', 'right', 'right', 'up', 'right', 'right', 'up', 'grip']"
509,grip,[8 2],[8 2],U,top,yellow,9,3.792208671569824,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'grip']"
510,down left,[ 5 10],[ 2 15],W,bottom left,magenta,20,10.459252119064331,"['down left', 'left', 'left', 'down left', 'left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down', 'down left']"
511,down left,[4 9],[ 2 14],U,bottom left,yellow,20,10.025339841842651,"['left', 'left', 'left', 'left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
512,grip,[ 7 13],[ 7 13],T,bottom,blue,7,2.9571733474731445,"['down', 'down', 'down', 'left', 'down', 'left', 'grip']"
513,down right,[9 9],[14 15],U,bottom right,cyan,20,11.125998735427856,"['down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
514,grip,[8 7],[8 7],U,center,green,4,1.7423906326293945,"['up', 'up', 'left', 'grip']"
515,grip,[ 9 11],[ 9 11],X,center,yellow,3,1.345855474472046,"['down', 'down', 'grip']"
516,grip,[7 5],[7 5],W,top,yellow,7,2.9628899097442627,"['up', 'up', 'up', 'up', 'left', 'left', 'grip']"
517,grip,[10 14],[10 14],X,bottom,green,7,2.9698586463928223,"['down', 'down', 'down', 'down', 'down', 'right', 'grip']"
518,grip,[12  3],[12  3],X,top,yellow,10,4.224146604537964,"['up', 'up', 'up', 'up', 'right', 'up', 'right', 'up', 'right', 'grip']"
519,grip,[6 7],[6 7],X,center,magenta,6,2.569844961166382,"['up', 'up', 'left', 'left', 'left', 'grip']"
520,grip,[14  8],[14  8],Z,right,magenta,7,2.9591774940490723,"['right', 'right', 'right', 'right', 'up', 'right', 'grip']"
521,grip,[9 3],[9 3],X,top,green,7,2.9441184997558594,"['up', 'up', 'up', 'up', 'up', 'up', 'grip']"
522,grip,[14  6],[14  6],W,right,magenta,10,4.307132720947266,"['right', 'right', 'right', 'up', 'up right', 'right', 'up', 'up', 'right', 'grip']"
523,right right right right right right right right right right,[12  9],[16  9],Z,right,blue,20,25.89879035949707,"['right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right']"
524,grip,[ 9 11],[ 9 11],T,center,green,3,1.341778039932251,"['down', 'down', 'grip']"
525,grip,[11  8],[11  8],W,center,cyan,4,1.741529941558838,"['up', 'right', 'right', 'grip']"
526,down right,[13  9],[16 14],P,bottom right,red,20,10.166107177734375,"['right', 'right', 'right down', 'right down', 'right down', 'right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'right down', 'down right']"
527,grip,[3 6],[3 6],U,left,blue,18,8.456390857696533,"['left', 'left', 'left', 'left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up', 'up left', 'up left', 'up left', 'left', 'up', 'up', 'left', 'grip']"
528,down right,[10 10],[14 15],X,bottom right,green,20,10.471287488937378,"['down right', 'down right', 'down', 'down right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
529,grip,[4 9],[4 9],P,left,red,6,2.558922529220581,"['left', 'left', 'left', 'left', 'left', 'grip']"
530,grip,[16  9],[16  9],W,right,magenta,11,7.738800525665283,"['right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right', 'right', 'right', 'right', 'grip']"
531,up left,[6 6],[4 4],Z,top left,green,20,9.882736682891846,"['up left', 'up left', 'up', 'up', 'left', 'left', 'left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left']"
532,grip,[9 8],[9 8],W,center,blue,2,0.9267575740814209,"['up', 'grip']"
533,right right right right right right right right right right,[11  9],[16  9],U,right,yellow,20,27.14886164665222,"['right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right']"
534,grip,[ 3 10],[ 3 10],X,left,red,8,3.3975272178649902,"['left', 'left', 'left', 'left', 'left', 'left', 'down', 'grip']"
535,grip,[13 12],[13 12],U,right,green,12,5.479123830795288,"['right', 'right', 'right down', 'right down', 'right down', 'right down', 'right', 'right', 'down', 'down', 'down', 'grip']"
536,down left,[6 9],[ 3 15],X,bottom left,red,20,10.28784441947937,"['down left', 'left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
537,grip,[9 7],[9 7],U,center,blue,3,1.3442268371582031,"['up', 'up', 'grip']"
538,grip,[16  8],[16  8],U,right,blue,9,3.7724716663360596,"['right', 'right', 'right', 'right', 'right', 'right', 'up', 'right', 'grip']"
539,grip,[13  6],[13  6],T,right,red,8,3.3713085651397705,"['up', 'right', 'right', 'up', 'right', 'right', 'up', 'grip']"
